0.000000000000000000e+00,1.040000000000000000e+02,4.000000000000000000e+01,8.000000000000000000e+00,5.066666666666666430e+01
1.000000000000000000e+00,1.020000000000000000e+02,3.400000000000000000e+01,9.000000000000000000e+00,4.833333333333333570e+01
2.000000000000000000e+00,1.050000000000000000e+02,3.600000000000000000e+01,4.000000000000000000e+00,4.833333333333333570e+01
3.000000000000000000e+00,1.000000000000000000e+02,3.300000000000000000e+01,0.000000000000000000e+00,4.433333333333333570e+01
4.000000000000000000e+00,1.040000000000000000e+02,3.300000000000000000e+01,0.000000000000000000e+00,4.566666666666666430e+01
5.000000000000000000e+00,1.150000000000000000e+02,4.200000000000000000e+01,0.000000000000000000e+00,5.233333333333333570e+01
6.000000000000000000e+00,1.090000000000000000e+02,4.200000000000000000e+01,0.000000000000000000e+00,5.033333333333333570e+01
7.000000000000000000e+00,1.070000000000000000e+02,3.900000000000000000e+01,0.000000000000000000e+00,4.866666666666666430e+01
8.000000000000000000e+00,1.010000000000000000e+02,3.600000000000000000e+01,0.000000000000000000e+00,4.566666666666666430e+01
9.000000000000000000e+00,1.030000000000000000e+02,3.900000000000000000e+01,0.000000000000000000e+00,4.733333333333333570e+01
1.000000000000000000e+01,9.600000000000000000e+01,3.900000000000000000e+01,0.000000000000000000e+00,4.500000000000000000e+01
1.100000000000000000e+01,1.010000000000000000e+02,4.000000000000000000e+01,0.000000000000000000e+00,4.700000000000000000e+01
1.200000000000000000e+01,1.030000000000000000e+02,3.500000000000000000e+01,1.200000000000000000e+01,5.000000000000000000e+01
1.300000000000000000e+01,1.020000000000000000e+02,4.000000000000000000e+01,0.000000000000000000e+00,4.733333333333333570e+01
1.400000000000000000e+01,1.030000000000000000e+02,4.300000000000000000e+01,0.000000000000000000e+00,4.866666666666666430e+01
1.500000000000000000e+01,1.080000000000000000e+02,3.900000000000000000e+01,7.000000000000000000e+00,5.133333333333333570e+01
1.600000000000000000e+01,1.050000000000000000e+02,3.300000000000000000e+01,1.700000000000000000e+01,5.166666666666666430e+01
1.700000000000000000e+01,1.000000000000000000e+02,3.100000000000000000e+01,9.000000000000000000e+00,4.666666666666666430e+01
1.800000000000000000e+01,1.010000000000000000e+02,2.900000000000000000e+01,1.400000000000000000e+01,4.800000000000000000e+01
1.900000000000000000e+01,1.040000000000000000e+02,3.500000000000000000e+01,3.000000000000000000e+00,4.733333333333333570e+01
2.000000000000000000e+01,1.050000000000000000e+02,3.600000000000000000e+01,2.000000000000000000e+00,4.766666666666666430e+01
2.100000000000000000e+01,1.000000000000000000e+02,3.500000000000000000e+01,0.000000000000000000e+00,4.500000000000000000e+01
2.200000000000000000e+01,9.500000000000000000e+01,3.400000000000000000e+01,0.000000000000000000e+00,4.300000000000000000e+01
2.300000000000000000e+01,9.800000000000000000e+01,3.600000000000000000e+01,0.000000000000000000e+00,4.466666666666666430e+01
2.400000000000000000e+01,1.000000000000000000e+02,3.500000000000000000e+01,0.000000000000000000e+00,4.500000000000000000e+01
2.500000000000000000e+01,1.060000000000000000e+02,4.300000000000000000e+01,0.000000000000000000e+00,4.966666666666666430e+01
2.600000000000000000e+01,1.020000000000000000e+02,3.700000000000000000e+01,6.000000000000000000e+00,4.833333333333333570e+01
2.700000000000000000e+01,1.000000000000000000e+02,2.900000000000000000e+01,4.000000000000000000e+00,4.433333333333333570e+01
2.800000000000000000e+01,1.040000000000000000e+02,2.900000000000000000e+01,5.000000000000000000e+00,4.600000000000000000e+01
2.900000000000000000e+01,1.020000000000000000e+02,3.100000000000000000e+01,0.000000000000000000e+00,4.433333333333333570e+01
3.000000000000000000e+01,1.040000000000000000e+02,3.700000000000000000e+01,0.000000000000000000e+00,4.700000000000000000e+01
3.100000000000000000e+01,9.900000000000000000e+01,3.800000000000000000e+01,0.000000000000000000e+00,4.566666666666666430e+01
3.200000000000000000e+01,9.500000000000000000e+01,3.800000000000000000e+01,0.000000000000000000e+00,4.433333333333333570e+01
3.300000000000000000e+01,9.400000000000000000e+01,3.600000000000000000e+01,0.000000000000000000e+00,4.333333333333333570e+01
3.400000000000000000e+01,9.300000000000000000e+01,3.600000000000000000e+01,0.000000000000000000e+00,4.300000000000000000e+01
3.500000000000000000e+01,9.700000000000000000e+01,3.900000000000000000e+01,0.000000000000000000e+00,4.533333333333333570e+01
3.600000000000000000e+01,8.700000000000000000e+01,3.800000000000000000e+01,0.000000000000000000e+00,4.166666666666666430e+01
3.700000000000000000e+01,8.100000000000000000e+01,3.400000000000000000e+01,0.000000000000000000e+00,3.833333333333333570e+01
3.800000000000000000e+01,9.100000000000000000e+01,3.300000000000000000e+01,5.000000000000000000e+00,4.300000000000000000e+01
3.900000000000000000e+01,8.600000000000000000e+01,3.200000000000000000e+01,0.000000000000000000e+00,3.933333333333333570e+01
4.000000000000000000e+01,7.500000000000000000e+01,2.200000000000000000e+01,0.000000000000000000e+00,3.233333333333333570e+01
4.100000000000000000e+01,7.300000000000000000e+01,1.600000000000000000e+01,2.100000000000000000e+01,3.666666666666666430e+01
4.200000000000000000e+01,7.000000000000000000e+01,1.700000000000000000e+01,4.200000000000000000e+01,4.300000000000000000e+01
4.300000000000000000e+01,5.800000000000000000e+01,1.800000000000000000e+01,1.000000000000000000e+01,2.866666666666666785e+01
4.400000000000000000e+01,5.300000000000000000e+01,2.600000000000000000e+01,0.000000000000000000e+00,2.633333333333333215e+01
4.500000000000000000e+01,4.900000000000000000e+01,2.200000000000000000e+01,0.000000000000000000e+00,2.366666666666666785e+01
4.600000000000000000e+01,4.700000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+00,2.300000000000000000e+01
4.700000000000000000e+01,4.900000000000000000e+01,2.500000000000000000e+01,3.000000000000000000e+00,2.566666666666666785e+01
4.800000000000000000e+01,4.400000000000000000e+01,2.600000000000000000e+01,0.000000000000000000e+00,2.333333333333333215e+01
4.900000000000000000e+01,4.300000000000000000e+01,2.100000000000000000e+01,6.000000000000000000e+00,2.333333333333333215e+01
